title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"El Portal, CA",ElPortalCAsupercharger,55802,,El Portal,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.674726,-119.784338,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Escondido, CA",EscondidoCAsupercharger,55805,,Escondido,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.1192068,-117.086421,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Fort Bragg, CA",FortBraggCAsupercharger,55814,,Fort Bragg,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,39.445504,-123.805925,"['supercharger', 'standard charger']",,,2659.0,,California,39512223.0,
"Hayward, CA",HaywardCAsupercharger,55833,,Hayward,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.668905,-122.081,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Hercules, CA",HerculesCAsupercharger,55835,,Hercules,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.017307,-122.288313,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Highland, CA",HighlandCAsupercharger,55837,,Highland,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.128532,-117.208739,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Industry, CA",IndustryCAsupercharger,55844,,Industry,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.0199,-117.958317,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Kettleman City, CA",KettlemanCityCAsupercharger,55852,,Kettleman City,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.00833,-119.961667,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"La Jolla, CA",LaJollaCAsupercharger,55855,,La Jolla,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.854754,-117.231839,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"La Mesa, CA",LaMesaCAsupercharger,55856,,La Mesa,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.767793,-117.023417,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Long Beach, CA",LongBeachCAsupercharger,55866,,Long Beach,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.770507,-118.193732,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Loomis, CA",LoomisCAsupercharger,55867,,Loomis,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.821409,-121.193404,"['supercharger', 'standard charger']",,,2609.0,,California,39512223.0,
"Los Angeles, CA",LosAngelesCAsupercharger,55868,,Los Angeles,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.02937,-118.391691,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Los Angeles, CA - Chinatown",LosAngelesCAChinatownsupercharger,55869,,Los Angeles,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.0623,-118.2383,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Marina Del Rey, CA",MarinaDelReyCAsupercharger,55880,,Marina Del Rey,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.984291,-118.442119,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Martinez, CA",MartinezCAsupercharger,55882,,Martinez,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.019416,-122.134142,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Merced, CA",MercedCAsupercharger,55889,,Merced,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.302428,-120.482776,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Mira Mesa, CA",MiraMesaCAsupercharger,55899,,Mira Mesa,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.917479,-117.116123,"['supercharger', 'standard charger']",,,2472.0,,California,39512223.0,
"Montecito, CA",MontecitoCAsupercharger,55901,,Montecito,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.436972,-119.632093,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Northridge, CA",NorthridgeCAsupercharger,55927,,Northridge,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.22833,-118.536,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Olema, CA",OlemaCAsupercharger,55933,,Olema,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.0405,-122.78777,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Ontario, CA",OntarioCAsupercharger,55935,,Ontario,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.0633443,-117.6508876,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Pacific Palisades, CA",PacificPalisadesCAsupercharger,55939,,Pacific Palisades,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.041104,-118.518297,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Placerville, CA",PlacervilleCAsupercharger,55949,,Placerville,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.72965,-120.799147,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Rancho Cucamonga, CA",RanchoCucamongaCAsupercharger,55964,,Rancho Cucamonga,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.106468,-117.532261,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Redding, CA",ReddingCAsupercharger,55965,,Redding,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.586612,-122.391813,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Redlands, CA",RedlandsCAsupercharger,55966,,Redlands,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.055579,-117.182584,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Ripon, CA",RiponCAsupercharger,55969,,Ripon,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.739453,-121.135414,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Salinas, CA",SalinasCAsupercharger,55982,,Salinas,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.67767,-121.655971,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Bruno, CA",SanBrunoCAsupercharger2,55986,,San Bruno,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.6253,-122.4253,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Diego, CA - Mission Valley",SanDiegoCAMissionValleysupercharger,55987,,San Diego,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.77583,-117.1540003,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Fernando, CA",SanFernandoCAsupercharger,55988,,San Fernando,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.28201,-118.439423,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Francisco, CA",SanFranciscoCAsupercharger2,55989,,San Francisco,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.78332,-122.43956,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Gabriel, CA",SanGabrielCAsupercharger,55990,,San Gabriel,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.096722,-118.105709,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Jose, CA",SanJoseCAsupercharger,55991,,San Jose,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.342638,-121.926,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Jose, CA",SanJoseCAsupercharger2,55992,,San Jose,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.3382,-121.8863,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Jose, CA",SanJoseCAsupercharger3,55993,,San Jose,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.294497,-121.873,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Jose, CA",SanJoseCAsupercharger4,55994,,San Jose,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.251315,-121.809,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Jose, CA",SanJoseCAsupercharger5,55995,,San Jose,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.309862,-122.023206,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Leandro, CA",SanLeandroCAsupercharger,55996,,San Leandro,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.725792,-122.15684,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Luis Obispo, CA",SanLuisObispoCAsupercharger,55997,,San Luis Obispo,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,35.244652,-120.682,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Luis Obispo, CA",SanLuisObispoCAsupercharger2,55998,,San Luis Obispo,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,35.282595,-120.66,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Marcos, CA",SanMarcosCAsupercharger,55999,,San Marcos,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.143498,-117.16606,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Ramon, CA",SanRamonCAsupercharger,56000,,San Ramon,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.764351,-121.954,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"San Ysidro, CA",SanYsidroCAsupercharger,56001,,San Ysidro,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.549267,-117.040359,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Sand City, CA",SandCityCAsupercharger,56002,,Sand City,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.617824,-121.848834,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Santa Barbara, CA",SantaBarbaraCAsupercharger,56004,,Santa Barbara,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.42087,-119.698342,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Santa Maria, CA",SantaMariaCAsupercharger,56005,,Santa Maria,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.953122,-120.435847,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Santa Ysabel, CA",SantaYsabelCAsupercharger,56006,,Santa Ysabel,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.109179,-116.673939,"['supercharger', 'standard charger']",,,2588.0,,California,39512223.0,
"Sherman Oaks, CA",ShermanOaksCAsupercharger,56011,,Sherman Oaks,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.149552,-118.451963,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Soledad, CA",SoledadCAsupercharger,56018,,Soledad,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.424922,-121.326177,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"South Pasadena, CA",SouthPasadenaCAsupercharger,56021,,South Pasadena,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.11898,-118.151,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"South Temecula, CA",SouthTemeculaCAsupercharger,56023,,South Temecula,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.479462,-117.140613,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Sunnyvale, CA",SunnyvaleCAsupercharger,56032,,Sunnyvale,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.3688,-122.0363,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Torrance, CA Supercharger",TorranceCAsupercharger,56038,3490 Fashion Way,Torrance,CA,90503,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 250kW</p>",Del Amo Fashion Center,0,33.834768,-118.348981,"['supercharger', 'standard charger']",20.0,250.0,2437.0,2021-01-22,California,39512223.0,high
"Turlock, CA",TurlockCAsupercharger,56046,,Turlock,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.494643,-120.846,"['supercharger', 'standard charger']",,,2250.0,,California,39512223.0,
